Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A789714,Linus,02/26/2019 12:51:00 PM,02/26/2019 12:51:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Tan/White,Linus,03/09/2019 03:40:00 PM,03/09/2019 03:40:00 PM,02/26/2015,Dog,Neutered Male,4 years,Labrador Retriever Mix,Tan/White,0.0
A761435,*Eleven,11/04/2017 04:18:00 PM,11/04/2017 04:18:00 PM,2301 Quicksilver in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,White/Brown Tabby,*Eleven,12/21/2017 12:22:00 PM,12/21/2017 12:22:00 PM,10/09/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby,0.0
A806969,Mistfios,10/18/2019 04:36:00 PM,10/18/2019 04:36:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 months,Domestic Shorthair,Blue,Mistfios,12/07/2019 01:45:00 PM,12/07/2019 01:45:00 PM,06/18/2019,Cat,Neutered Male,5 months,Domestic Shorthair,Blue,0.0
A732486,Pixie,08/08/2016 03:08:00 PM,08/08/2016 03:08:00 PM,Manor (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,White,Pixie,08/20/2016 06:00:00 AM,08/20/2016 06:00:00 AM,08/08/2009,Cat,Spayed Female,7 years,Domestic Shorthair Mix,White,0.0
A789617,*Henry,02/24/2019 04:02:00 PM,02/24/2019 04:02:00 PM,Vargas Road And Santos Street in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Australian Kelpie Mix,Black Brindle/White,*Henry,03/25/2019 05:51:00 PM,03/25/2019 05:51:00 PM,06/24/2018,Dog,Neutered Male,9 months,Australian Kelpie Mix,Black Brindle/White,0.0
A773068,Rosie,05/27/2018 12:06:00 PM,05/27/2018 12:06:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Chow Chow/Labrador Retriever,Tan,Rosie,05/27/2018 07:24:00 PM,05/27/2018 07:24:00 PM,07/27/2013,Dog,Spayed Female,4 years,Chow Chow/Labrador Retriever,Tan,0.0
A801475,*Buttercup,08/04/2019 05:21:00 PM,08/04/2019 05:21:00 PM,5708 Silver Screen Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Torbie,*Buttercup,10/26/2019 12:19:00 PM,10/26/2019 12:19:00 PM,07/03/2019,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie,0.0
A781158,,09/25/2018 12:20:00 PM,09/25/2018 12:20:00 PM,7103 Gonzales in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,,10/10/2018 05:20:00 PM,10/10/2018 05:20:00 PM,07/10/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,0.0
A722445,Jack,03/16/2016 05:19:00 PM,03/16/2016 05:19:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Mastiff/Pit Bull,Black,Jack,03/27/2016 12:00:00 AM,03/27/2016 12:00:00 AM,03/16/2011,Dog,Neutered Male,5 years,Mastiff/Pit Bull,Black,0.0
A645138,Woadie,10/21/2017 12:19:00 AM,10/21/2017 12:19:00 AM,3600 Harmon Ave in Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Pit Bull/Chinese Sharpei,Brown/White,Woadie,10/23/2017 07:30:00 PM,10/23/2017 07:30:00 PM,01/04/2011,Dog,Neutered Male,6 years,Pit Bull/Chinese Sharpei,Brown/White,0.0
A774068,,06/09/2018 04:02:00 PM,06/09/2018 04:02:00 PM,Nucklos Crossing And Stassney in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Great Dane Mix,Blue/White,,06/09/2018 05:53:00 PM,06/09/2018 05:53:00 PM,02/09/2018,Dog,Intact Male,3 months,Great Dane Mix,Blue/White,0.0
A720610,,02/12/2016 05:07:00 PM,02/12/2016 05:07:00 PM,16604 Deckers Creek in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Blue Lacy Mix,Tan/White,,02/16/2016 05:28:00 PM,02/16/2016 05:28:00 PM,12/12/2015,Dog,Neutered Male,2 months,Blue Lacy Mix,Tan/White,0.0
A695963,Snoopy,01/26/2015 02:41:00 PM,01/26/2015 02:41:00 PM,Gunter St And Neil in Austin (TX),Stray,Normal,Dog,Intact Male,3 weeks,Dachshund Mix,Sable,Snoopy,02/25/2015 04:31:00 PM,02/25/2015 04:31:00 PM,12/31/2014,Dog,Neutered Male,1 month,Dachshund Mix,Sable,0.0
A787097,,01/07/2019 03:33:00 PM,01/07/2019 03:33:00 PM,1138 Lott in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White/Black,,01/14/2019 04:09:00 PM,01/14/2019 04:09:00 PM,01/07/2016,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White/Black,0.0
A728817,,06/08/2016 08:04:00 PM,06/08/2016 08:04:00 PM,8313 Cobblestone in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat Mix,Red,,06/09/2016 09:14:00 AM,06/09/2016 09:14:00 AM,05/08/2016,Other,Unknown,4 weeks,Bat Mix,Red,1.0
A693847,,12/15/2014 04:16:00 PM,12/15/2014 04:16:00 PM,8000 Decker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Manchester Terrier Mix,Brown/White,,12/18/2014 01:29:00 PM,12/18/2014 01:29:00 PM,09/23/2014,Dog,Intact Male,2 months,Manchester Terrier Mix,Brown/White,0.0
A682704,Jackson,07/01/2014 06:57:00 PM,07/01/2014 06:57:00 PM,204 W Powell Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Toy Poodle/Miniature Schnauzer,Blue/White,Jackson,07/05/2014 06:25:00 PM,07/05/2014 06:25:00 PM,07/01/2012,Dog,Neutered Male,2 years,Toy Poodle/Miniature Schnauzer,Blue/White,0.0
A739626,Millie,12/09/2016 11:15:00 AM,12/09/2016 11:15:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Tan,Millie,12/09/2016 02:33:00 PM,12/09/2016 02:33:00 PM,10/14/2016,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Tan,0.0
A758603,*Mango,09/19/2017 11:01:00 AM,09/19/2017 11:01:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair Mix,Orange Tabby,*Mango,10/06/2017 12:00:00 AM,10/06/2017 12:00:00 AM,08/15/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,1.0
A758020,,09/10/2017 12:16:00 PM,09/10/2017 12:16:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,4 months,Doberman Pinsch Mix,Black/Brown,,09/19/2017 07:22:00 AM,09/19/2017 07:22:00 AM,05/10/2017,Dog,Intact Female,4 months,Doberman Pinsch Mix,Black/Brown,0.0
A738466,,11/15/2016 05:07:00 PM,11/15/2016 05:07:00 PM,1403 E 2Nd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,11/15/2016 12:01:00 PM,11/15/2016 12:01:00 PM,11/15/2015,Other,Unknown,1 year,Bat Mix,Brown,1.0
A667724,*Romeo,11/21/2013 06:17:00 PM,11/21/2013 06:17:00 PM,7515 Compass Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Tan/Black,*Romeo,11/26/2013 07:59:00 AM,11/26/2013 07:59:00 AM,09/21/2013,Dog,Neutered Male,2 months,German Shepherd Mix,Tan/Black,0.0
A800408,,07/20/2019 02:07:00 PM,07/20/2019 02:07:00 PM,16808 Isle Of Man Road in Pflugerville (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,,07/24/2019 12:42:00 PM,07/24/2019 12:42:00 PM,04/13/2019,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,0.0
A791886,Spotty,04/02/2019 01:53:00 PM,04/02/2019 01:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Dachshund Longhair/Chihuahua Longhair,White/Black,Spotty,04/12/2019 06:20:00 PM,04/12/2019 06:20:00 PM,04/02/2018,Dog,Neutered Male,1 year,Dachshund Longhair/Chihuahua Longhair,White/Black,0.0
A705339,Queenie,06/16/2015 11:42:00 AM,06/16/2015 11:42:00 AM,8101 N Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle,Queenie,06/17/2015 11:06:00 AM,06/17/2015 11:06:00 AM,06/16/2012,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle,0.0
A784789,Frank,11/20/2018 10:18:00 AM,11/20/2018 10:18:00 AM,3901 Speedway in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Boston Terrier Mix,Black/White,Frank,11/23/2018 09:16:00 AM,11/23/2018 09:16:00 AM,08/06/2011,Dog,Neutered Male,7 years,Boston Terrier Mix,Black/White,0.0
A743602,*Dodger,02/13/2017 12:51:00 PM,02/13/2017 12:51:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,9 months,Guinea Pig Mix,Tricolor,*Dodger,02/14/2017 02:46:00 PM,02/14/2017 02:46:00 PM,05/01/2016,Other,Intact Male,9 months,Guinea Pig Mix,Tricolor,0.0
A729845,,06/24/2016 02:58:00 PM,06/24/2016 02:58:00 PM,2007 Mc Call Rd in Austin (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,,06/28/2016 04:51:00 PM,06/28/2016 04:51:00 PM,06/24/2014,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,1.0
A801598,*Herman,08/06/2019 01:46:00 PM,08/06/2019 01:46:00 PM,Teri Road And Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull,Blue/White,*Herman,12/21/2019 05:47:00 PM,12/21/2019 05:47:00 PM,08/17/2013,Dog,Neutered Male,6 years,Pit Bull,Blue/White,0.0
A691615,Leo Blue,11/07/2014 01:13:00 PM,11/07/2014 01:13:00 PM,Braker Ln And Parkfield in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd/Siberian Husky,Sable,Leo Blue,11/12/2014 04:51:00 PM,11/12/2014 04:51:00 PM,07/07/2014,Dog,Neutered Male,4 months,German Shepherd/Siberian Husky,Sable,0.0
A752716,,06/26/2017 03:56:00 PM,06/26/2017 03:56:00 PM,8833 North Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Brown Tabby,,07/02/2017 01:22:00 PM,07/02/2017 01:22:00 PM,04/26/2017,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Brown Tabby,0.0
A803635,Friday,09/03/2019 06:36:00 PM,09/03/2019 06:36:00 PM,Scenic Drive And The Highland in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Miniature Schnauzer,Black/White,Friday,09/04/2019 11:32:00 AM,09/04/2019 11:32:00 AM,06/03/2019,Dog,Intact Female,3 months,Miniature Schnauzer,Black/White,0.0
A699607,,03/30/2015 03:23:00 PM,03/30/2015 03:23:00 PM,1054 Springdale Rd #108 in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,,03/31/2015 09:00:00 AM,03/31/2015 09:00:00 AM,03/30/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,0.0
A705245,Bert,06/15/2015 11:32:00 AM,06/15/2015 11:32:00 AM,Del Valle (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Longhair Mix,Blue Tabby,Bert,06/23/2015 01:39:00 PM,06/23/2015 01:39:00 PM,06/15/2013,Cat,Neutered Male,2 years,Domestic Longhair Mix,Blue Tabby,0.0
A769424,*Jerry,04/04/2018 06:09:00 PM,04/04/2018 06:09:00 PM,Congress Avenue And East Martin Luther King Jr Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Brown,*Jerry,04/12/2018 04:46:00 PM,04/12/2018 04:46:00 PM,04/04/2017,Dog,Neutered Male,1 year,Dachshund Mix,Brown,0.0
A761788,Cafe,11/09/2017 01:25:00 PM,11/09/2017 01:25:00 PM,Riverside Drive And South Congress Avenue in Austin (TX),Stray,Normal,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico,Cafe,11/13/2017 11:26:00 AM,11/13/2017 11:26:00 AM,07/09/2017,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico,0.0
A680807,,06/08/2014 11:55:00 AM,06/08/2014 11:55:00 AM,2805 Townes Ln. in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/White,,06/08/2014 12:11:00 PM,06/08/2014 12:11:00 PM,06/08/2013,Other,Unknown,1 year,Raccoon Mix,Black/White,1.0
A785325,Oreo,12/01/2018 12:36:00 PM,12/01/2018 12:36:00 PM,103 Thackery Court in Lakeway (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,Oreo,12/22/2018 05:40:00 PM,12/22/2018 05:40:00 PM,10/26/2018,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black,0.0
A771433,Zippy,05/04/2018 06:48:00 PM,05/04/2018 06:48:00 PM,304 Montopolis in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Jack Russell Terrier Mix,White/Tricolor,Zippy,05/21/2018 07:23:00 PM,05/21/2018 07:23:00 PM,05/05/2012,Dog,Neutered Male,6 years,Jack Russell Terrier Mix,White/Tricolor,0.0
A767214,*Minerva,02/25/2018 11:54:00 AM,02/25/2018 11:54:00 AM,6103 Pennwood Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Medium Hair Mix,Brown Tabby/White,*Minerva,04/14/2018 04:22:00 PM,04/14/2018 04:22:00 PM,02/25/2011,Cat,Spayed Female,7 years,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A723303,,03/29/2016 04:02:00 PM,03/29/2016 04:02:00 PM,Manor New Tech Central Office in Travis (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,,03/30/2016 08:32:00 AM,03/30/2016 08:32:00 AM,03/29/2013,Other,Unknown,3 years,Bat Mix,Brown,1.0
A686189,,08/18/2014 12:57:00 PM,08/18/2014 12:57:00 PM,411 Brazos St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,,08/18/2014 02:29:00 PM,08/18/2014 02:29:00 PM,08/03/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A737340,Charlie,10/26/2016 09:34:00 AM,10/26/2016 09:34:00 AM,Onion Creek Dr & Shady Cedar in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Tan/Black,Charlie,06/19/2018 11:55:00 AM,06/19/2018 11:55:00 AM,10/26/2015,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Tan/Black,0.0
A590637,Max,11/18/2013 12:09:00 PM,11/18/2013 12:09:00 PM,1600 Smith Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,German Shepherd Mix,Tan/White,Max,12/14/2013 01:10:00 PM,12/14/2013 01:10:00 PM,12/21/2009,Dog,Neutered Male,3 years,German Shepherd Mix,Tan/White,0.0
A720131,Princess,02/03/2016 04:57:00 PM,02/03/2016 04:57:00 PM,Austin (TX),Stray,Nursing,Dog,Intact Female,3 days,Australian Cattle Dog/Boxer,Black/White,Princess,04/04/2016 07:11:00 PM,04/04/2016 07:11:00 PM,01/31/2016,Dog,Spayed Female,2 months,Australian Cattle Dog/Boxer,Black/White,0.0
A725580,Mcpherson,04/30/2016 03:28:00 PM,04/30/2016 03:28:00 PM,8225 N Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,Mcpherson,06/25/2016 06:35:00 PM,06/25/2016 06:35:00 PM,04/15/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A786498,Sam,12/26/2018 02:31:00 PM,12/26/2018 02:31:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Boxer Mix,Tan/White,Sam,05/12/2019 04:32:00 PM,05/12/2019 04:32:00 PM,12/26/2017,Dog,Neutered Male,1 year,Boxer Mix,Tan/White,0.0
A812436,Max,01/22/2020 03:00:00 PM,01/22/2020 03:00:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Cairn Terrier,Brown/Black,Max,01/28/2020 12:03:00 PM,01/28/2020 12:03:00 PM,10/22/2018,Dog,Neutered Male,1 year,Cairn Terrier,Brown/Black,0.0
A794968,Callie,05/14/2019 03:39:00 PM,05/14/2019 03:39:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico,Callie,07/10/2019 12:57:00 PM,07/10/2019 12:57:00 PM,05/14/2009,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico,0.0
A711473,*Zima,09/07/2015 12:29:00 PM,09/07/2015 12:29:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,*Zima,09/26/2015 05:53:00 PM,09/26/2015 05:53:00 PM,07/20/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A720269,Tinks,02/05/2016 05:02:00 PM,02/05/2016 05:02:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Shih Tzu Mix,White/Brown,Tinks,04/05/2016 08:51:00 AM,04/05/2016 08:51:00 AM,08/05/2014,Dog,Intact Female,1 year,Shih Tzu Mix,White/Brown,0.0
A768435,*Maizy,03/19/2018 02:07:00 PM,03/19/2018 02:07:00 PM,Houston Street And Sunshine Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Cream/White,*Maizy,03/24/2018 03:54:00 PM,03/24/2018 03:54:00 PM,03/19/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Cream/White,0.0
A728834,,06/09/2016 11:05:00 AM,06/09/2016 11:05:00 AM,8210 Chalk Knoll Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue,,06/10/2016 03:11:00 PM,06/10/2016 03:11:00 PM,06/09/2015,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue,0.0
A801467,*Blossom,08/04/2019 05:21:00 PM,08/04/2019 05:21:00 PM,5708 Silver Screen Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Calico,*Blossom,08/08/2019 10:15:00 AM,08/08/2019 10:15:00 AM,07/03/2019,Cat,Intact Female,1 month,Domestic Shorthair,Calico,1.0
A797411,,06/13/2019 01:27:00 PM,06/13/2019 01:27:00 PM,6801 Gaur in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black,,06/13/2019 04:44:00 PM,06/13/2019 04:44:00 PM,05/22/2019,Cat,Intact Female,3 weeks,Domestic Shorthair,Black,0.0
A808900,,11/15/2019 06:23:00 PM,11/15/2019 06:23:00 PM,6813 Porter Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Black,,11/16/2019 11:49:00 AM,11/16/2019 11:49:00 AM,11/05/2019,Cat,Intact Female,1 weeks,Domestic Shorthair,Black,0.0
A710899,,08/29/2015 03:18:00 PM,08/29/2015 03:18:00 PM,9511 Woodvale Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,,08/30/2015 09:00:00 AM,08/30/2015 09:00:00 AM,08/29/2013,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A679309,,05/19/2014 11:42:00 AM,05/19/2014 11:42:00 AM,1101 E Slaughter Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 days,Domestic Shorthair Mix,Orange Tabby/White,,07/07/2014 11:22:00 AM,07/07/2014 11:22:00 AM,05/17/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,1.0
A805973,*Brigid,10/04/2019 02:07:00 PM,10/04/2019 02:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,7 months,Domestic Medium Hair,Calico,*Brigid,01/27/2020 07:21:00 PM,01/27/2020 07:21:00 PM,02/04/2019,Cat,Spayed Female,11 months,Domestic Medium Hair,Calico,0.0
A726026,Dylan,11/18/2018 03:39:00 PM,11/18/2018 03:39:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Tan,Dylan,12/26/2018 11:49:00 AM,12/26/2018 11:49:00 AM,05/05/2013,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Tan,0.0
A666743,,11/06/2013 02:41:00 PM,11/06/2013 02:41:00 PM,1817 Parker in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,,11/06/2013 02:52:00 PM,11/06/2013 02:52:00 PM,11/06/2010,Other,Unknown,3 years,Bat Mix,Brown,1.0
A767963,,03/10/2018 11:31:00 AM,03/10/2018 11:31:00 AM,1515 Wickersham Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,White/Tan,,03/14/2018 06:59:00 PM,03/14/2018 06:59:00 PM,03/10/2015,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,White/Tan,0.0
A726929,Lobo,05/16/2016 03:41:00 PM,05/16/2016 03:41:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,3 years,Australian Shepherd Mix,Black/Tricolor,Lobo,06/23/2016 04:30:00 PM,06/23/2016 04:30:00 PM,05/16/2013,Dog,Neutered Male,3 years,Australian Shepherd Mix,Black/Tricolor,0.0
A697087,Macbeth,02/17/2015 04:36:00 PM,02/17/2015 04:36:00 PM,4500 Randig Ln in Travis (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Brown,Macbeth,02/18/2015 12:31:00 PM,02/18/2015 12:31:00 PM,12/18/2011,Dog,Neutered Male,3 years,Pit Bull Mix,Brown,0.0
A718280,Baby,12/26/2015 04:48:00 PM,12/26/2015 04:48:00 PM,2400 E Mlk Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Mastiff Mix,Brown Brindle,Baby,12/30/2015 03:09:00 PM,12/30/2015 03:09:00 PM,03/25/2011,Dog,Intact Female,4 years,Mastiff Mix,Brown Brindle,0.0
A674861,,03/19/2014 12:06:00 PM,03/19/2014 12:06:00 PM,11141 Lost Maples Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue/White,,03/19/2014 03:42:00 PM,03/19/2014 03:42:00 PM,03/19/2013,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue/White,0.0
A714205,*Jorge,10/19/2015 04:13:00 PM,10/19/2015 04:13:00 PM,500 E Chicon Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Brown/Tan,*Jorge,10/29/2015 05:12:00 PM,10/29/2015 05:12:00 PM,10/20/2011,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/Tan,0.0
A745918,Charlie,03/26/2017 01:16:00 PM,03/26/2017 01:16:00 PM,Fm973 And Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Chocolate,Charlie,03/30/2017 05:44:00 PM,03/30/2017 05:44:00 PM,02/04/2017,Dog,Neutered Male,1 month,Labrador Retriever Mix,Chocolate,0.0
A799016,,07/03/2019 11:50:00 AM,07/03/2019 11:50:00 AM,12700 Mystic Drive in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,,07/08/2019 04:17:00 PM,07/08/2019 04:17:00 PM,05/03/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Black,0.0
A694499,,12/29/2014 02:04:00 PM,12/29/2014 02:04:00 PM,124 W Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black,,01/06/2015 12:30:00 PM,01/06/2015 12:30:00 PM,12/29/2011,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black,0.0
A766268,Sweet Pea,02/05/2018 03:30:00 PM,02/05/2018 03:30:00 PM,45Th & Avenue F in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,White/Black,Sweet Pea,02/11/2018 04:40:00 PM,02/11/2018 04:40:00 PM,02/05/2014,Dog,Spayed Female,4 years,Pit Bull Mix,White/Black,0.0
A689534,Hermes,10/05/2014 04:01:00 PM,10/05/2014 04:01:00 PM,Austin (TX),Euthanasia Request,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,Hermes,10/08/2014 04:01:00 PM,10/08/2014 04:01:00 PM,10/05/2011,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A754162,Belle,07/16/2017 04:01:00 PM,07/16/2017 04:01:00 PM,1130 Eleanor Street in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby/White,Belle,07/17/2017 01:21:00 PM,07/17/2017 01:21:00 PM,07/16/2013,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby/White,0.0
A808879,,11/15/2019 02:30:00 PM,11/15/2019 02:30:00 PM,11308 Runnel Ridge Road in Travis (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,,11/19/2019 10:27:00 AM,11/19/2019 10:27:00 AM,11/15/2017,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,0.0
A777624,,07/31/2018 04:00:00 PM,07/31/2018 04:00:00 PM,West Parmer Lane And Mcneil Road in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Vizsla Mix,Fawn,,08/06/2018 07:00:00 PM,08/06/2018 07:00:00 PM,10/01/2017,Dog,Neutered Male,10 months,Vizsla Mix,Fawn,0.0
A687208,Colbie,09/02/2014 11:45:00 AM,09/02/2014 11:45:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Cymric Mix,Orange Tabby/White,Colbie,10/07/2014 04:23:00 PM,10/07/2014 04:23:00 PM,03/02/2011,Cat,Spayed Female,3 years,Cymric Mix,Orange Tabby/White,0.0
A771140,Sunny,05/01/2018 05:03:00 PM,05/01/2018 05:03:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 months,Australian Shepherd/Unknown,Tricolor,Sunny,05/11/2018 05:42:00 PM,05/11/2018 05:42:00 PM,01/01/2018,Dog,Intact Male,4 months,Australian Shepherd/Unknown,Tricolor,0.0
A719695,,01/25/2016 04:11:00 PM,01/25/2016 04:11:00 PM,4801 S Ih 35 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Red/Brown,,01/25/2016 04:40:00 PM,01/25/2016 04:40:00 PM,01/25/2015,Other,Unknown,1 year,Bat,Red/Brown,1.0
